name,short_name,vendor,format,is_instrument,primary_category_v10_6,categories_v10_6,instrument_type_v10_6,confidence_v10,needs_review_v10,primary_category_v11,categories_v11,instrument_type_v11,confidence_v11,needs_review_v11,web_verified_v11,notes_v11,idx,ident,primary_category_v6,categories_v6,primary_category_v10,categories_v10,use_cases_v10,rationale_v10,notes_v10,instrument_type_v1,instrument_tags_v1,instrument_confidence_v1,instrument_reason_v1,primary_category_v10_5,categories_v10_5,primary_category_v10_5_norm,categories_v10_5_norm_list,instrument_type_v2,instrument_tags_v2,instrument_confidence_v2,instrument_reason_v2,instrument_tags_v10_6,instrument_confidence_v10_6,instrument_reason_v10_6,needs_review,mismatch_score,web_verified_bool,__cluster,verified_integrity_v11,integrity_issues_v11,verified_auto_strict_v11,verified_auto_strict_reason_v11,verified_v11,verified_v11_level
VST: AngleEQ (airwindows),AngleEQ,airwindows,VST,False,EQ/Parametric,EQ/Parametric; FX/EQ,,high,False,EQ/Parametric,EQ/Parametric;FX/EQ,,high,False,False,,38,C:\Program Files\Common Files\VST2\Airwindows\AngleEQ64.dll,EQ/Filter,EQ/Filter,EQ/Parametric,EQ/Parametric;FX/EQ,Bus/Groups;Bus/Tracks,eq keyword,,,,,,EQ/Parametric,EQ/Parametric;FX/EQ,EQ/Parametric,"['EQ/Parametric', 'FX/EQ']",,,,,,,,False,0.0,False,airwindows|angleeq,True,,True,eq_kw,True,auto_strict
VST3: AnSpec (Voxengo),AnSpec,Voxengo,VST3,False,Analysis/Metering,Analysis/Metering,,high,False,Analysis/Metering,Analysis/Metering,,high,False,False,,39,C:\Program Files\Common Files\VST3\AnSpec.vst3,Metering/Analysis,Metering/Analysis,Analysis/Metering,Analysis/Metering,Utility/Analysis,v6 metering,,,,,,Analysis/Metering,Analysis/Metering,Analysis/Metering,['Analysis/Metering'],,,,,,,,False,0.0,False,voxengo|anspec,True,,True,name/format heuristic,True,auto_strict
VST: Apicolypse (airwindows),Apicolypse,airwindows,VST,False,Saturation/General,Saturation; Saturation/General,,high,False,Saturation/General,Saturation;Saturation/General,,high,False,False,,40,C:\Program Files\Common Files\VST2\Airwindows\Apicolypse64.dll,Saturation/Distortion,Saturation/Distortion,Saturation: General,Saturation,Coloring bus;FX bus,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,Airwindows plugin type unclear from name; grouped as experimental/utility.; General saturation.,,,,,Saturation: General,Saturation,Saturation/General,['Saturation'],,,,,,,,False,0.0,False,airwindows|apicolypse,True,,True,airwindows heuristic,True,auto_strict
VST: AQuickVoiceClip (airwindows),AQuickVoiceClip,airwindows,VST,False,Dynamics/Clipper,Dynamics/Clipper; Mastering/Clipper,,high,False,Dynamics/Clipper,Dynamics/Clipper;Mastering/Clipper,,high,False,False,,41,C:\Program Files\Common Files\VST2\Airwindows\AQuickVoiceClip64.dll,Limiter/Clipper,Dynamics; Limiter/Clipper,Dynamics/Clipper,Dynamics/Clipper;Mastering/Clipper,Bus/Master,clipper keyword,,,,,,Dynamics/Clipper,Dynamics/Clipper;Mastering/Clipper,Dynamics/Clipper,"['Dynamics/Clipper', 'Mastering/Clipper']",,,,,,,,False,0.0,False,airwindows|aquickvoiceclip,True,,True,clip_kw,True,auto_strict
VST: AtmosphereBuss (airwindows),AtmosphereBuss,airwindows,VST,False,Saturation/Console,ChannelStrip; Saturation/Console,,high,False,Saturation/Console,ChannelStrip;Saturation/Console,,high,False,False,,42,C:\Program Files\Common Files\VST2\Airwindows\AtmosphereBuss64.dll,Saturation/Distortion,Saturation/Distortion,Saturation/Console,ChannelStrip;Saturation/Console,Bus/Coloring;Bus/FX,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,Saturation/Console,ChannelStrip;Saturation/Console,Saturation/Console,"['ChannelStrip', 'Saturation/Console']",,,,,,,,False,0.0,False,airwindows|atmospherebuss,True,,True,airwindows heuristic,True,auto_strict
VST: AtmosphereChannel (airwindows),AtmosphereChannel,airwindows,VST,False,Saturation/Console,ChannelStrip; Saturation/Console,,high,False,Saturation/Console,ChannelStrip;Saturation/Console,,high,False,False,,43,C:\Program Files\Common Files\VST2\Airwindows\AtmosphereChannel64.dll,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion,Saturation/Console,ChannelStrip;Saturation/Console,,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,Saturation/Console,ChannelStrip;Saturation/Console,Saturation/Console,"['ChannelStrip', 'Saturation/Console']",,,,,,,,False,0.0,False,airwindows|atmospherechannel,True,,True,airwindows heuristic,True,auto_strict
VST3i: Attracktive (Tracktion),Attracktive,Tracktion,VST3I,True,Instrument/Sampler/LibraryPlayer,Instrument; Instrument/Sampler/LibraryPlayer; InstrumentTag/library; InstrumentTag/player; InstrumentTag/sample,Instrument/Sampler/LibraryPlayer,high,False,Instrument/Sampler/LibraryPlayer,Instrument;Instrument/Sampler/LibraryPlayer;InstrumentTag/library;InstrumentTag/player;InstrumentTag/sample,Instrument/Sampler/LibraryPlayer,high,False,False,,44,C:\Program Files\Common Files\VST3\Attracktive.vst3\Contents\x86_64-win\Attracktive.vst3,Instruments,Instruments,Instrument,Instrument,Instrument,v6 instrument,,Instrument/Other,Instrument,medium,Insufficient info in name/vendor; kept as Instrument/Other.,Instrument/Other,Instrument,Instrument/Other,['Instrument'],Instrument/Sampler/LibraryPlayer,library;player;sample,high,Attracktive is a free sample-library player instrument.,library;player;sample,high,Attracktive is a free sample-library player instrument.,False,0.0,False,tracktion|attracktive,True,,True,instrument format,True,auto_strict
VSTi: Attracktive (Tracktion),Attracktive,Tracktion,VSTI,True,Instrument/Sampler/LibraryPlayer,Instrument; Instrument/Sampler/LibraryPlayer; InstrumentTag/library; InstrumentTag/player; InstrumentTag/sample,Instrument/Sampler/LibraryPlayer,high,False,Instrument/Sampler/LibraryPlayer,Instrument;Instrument/Sampler/LibraryPlayer;InstrumentTag/library;InstrumentTag/player;InstrumentTag/sample,Instrument/Sampler/LibraryPlayer,high,False,False,,45,C:\Program Files\Common Files\VST2\Attracktive.dll,Instruments,Instruments,Instrument,Instrument,Instrument,v6 instrument,,Instrument/Other,Instrument,medium,Insufficient info in name/vendor; kept as Instrument/Other.,Instrument/Other,Instrument,Instrument/Other,['Instrument'],Instrument/Sampler/LibraryPlayer,library;player;sample,high,Attracktive is a free sample-library player instrument.,library;player;sample,high,Attracktive is a free sample-library player instrument.,False,0.0,False,tracktion|attracktive,True,,True,instrument format,True,auto_strict
VST: Aura (airwindows),Aura,airwindows,VST,False,Filter/Multimode,EQ/Parametric; Filter/Multimode,,high,False,Filter/Multimode,EQ/Parametric;Filter/Multimode,,high,False,False,,46,C:\Program Files\Common Files\VST2\Airwindows\Aura64.dll,Saturation/Distortion,Saturation/Distortion,Filter/Multimode,EQ/Parametric;Filter/Multimode,Bus/Coloring;Bus/FX,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,Filter/Multimode,EQ/Parametric;Filter/Multimode,Filter/Multimode,"['EQ/Parametric', 'Filter/Multimode']",,,,,,,,False,0.0,False,airwindows|aura,True,,True,airwindows heuristic,True,auto_strict
VST: AutoPan (airwindows),AutoPan,airwindows,VST,False,Modulation/AutoPan,FX/Modulation; Modulation/AutoPan,,high,False,Modulation/AutoPan,FX/Modulation;Modulation/AutoPan,,high,False,False,,47,C:\Program Files\Common Files\VST2\Airwindows\AutoPan64.dll,Modulation,Metering/Analysis; Modulation,Modulation/AutoPan,FX/Modulation;Modulation/AutoPan,Bus/FX;IDM/SoundDesign,v6 modulation,,,,,,Modulation/AutoPan,FX/Modulation;Modulation/AutoPan,Modulation/AutoPan,"['FX/Modulation', 'Modulation/AutoPan']",,,,,,,,False,0.0,False,airwindows|autopan,True,,True,airwindows heuristic,True,auto_strict
VST: Average (airwindows),Average,airwindows,VST,False,Filter/Multimode,EQ/Parametric; Filter/Multimode,,high,False,Filter/Lowpass,Filter/Lowpass;EQ/Parametric;Filter/Multimode,,high,False,True,[patch:IFLS_v11_6_DAY19_BLOCK21_PATCH_20260130_205019.zip]https://www.airwindows.com/average-2/ | Averaging filter behaves as lowpass,48,C:\Program Files\Common Files\VST2\Airwindows\Average64.dll,Saturation/Distortion,Saturation/Distortion,Filter/Multimode,EQ/Parametric;Filter/Multimode,Bus/Coloring;Bus/FX,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,Filter/Multimode,EQ/Parametric;Filter/Multimode,Filter/Multimode,"['EQ/Parametric', 'Filter/Multimode']",,,,,,,,False,0.0,False,airwindows|average,True,,False,web,True,web
VST: AverMatrix (airwindows),AverMatrix,airwindows,VST,False,Filter/Multimode,EQ/Parametric; Filter/Multimode,,high,False,Filter/Multimode,EQ/Parametric;Filter/Multimode,,high,False,False,,49,C:\Program Files\Common Files\VST2\Airwindows\AverMatrix64.dll,Saturation/Distortion,Saturation/Distortion,Filter/Multimode,EQ/Parametric;Filter/Multimode,Bus/Coloring;Bus/FX,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,Filter/Multimode,EQ/Parametric;Filter/Multimode,Filter/Multimode,"['EQ/Parametric', 'Filter/Multimode']",,,,,,,,False,0.0,False,airwindows|avermatrix,True,,True,airwindows heuristic,True,auto_strict
VST: Backmask (Freakshow Industries),Backmask,Freakshow Industries,VST,False,Experimental/Glitch_Weird,Experimental; Experimental/Glitch_Weird,,high,False,Experimental/Glitch_Weird,Experimental;Experimental/Glitch_Weird,,high,False,False,,50,C:\Program Files\VSTPlugins\Acon Digital\Backmask.dll,Glitch/Granular/Spectral,Glitch/Granular/Spectral,Experimental: Glitch/Weird,Experimental,IDM/SoundDesign,v6 glitch/gran/spectral,No strong keyword match; needs review.; Freakshow Industries are experimental effects.,,,,,Experimental: Glitch/Weird,Experimental,Experimental/Glitch_Weird,['Experimental'],,,,,,,,False,0.0,False,freakshow industries|backmask,True,,True,name/format heuristic,True,auto_strict
VST3: Backmask (Freakshow Industries),Backmask,Freakshow Industries,VST3,False,Experimental/Glitch_Weird,Experimental; Experimental/Glitch_Weird,,high,False,Experimental/Glitch_Weird,Experimental;Experimental/Glitch_Weird,,high,False,False,,51,C:\Program Files\Common Files\VST3\Backmask.vst3,Glitch/Granular/Spectral,Glitch/Granular/Spectral,Experimental: Glitch/Weird,Experimental,IDM/SoundDesign,v6 glitch/gran/spectral,No strong keyword match; needs review.; Freakshow Industries are experimental effects.,,,,,Experimental: Glitch/Weird,Experimental,Experimental/Glitch_Weird,['Experimental'],,,,,,,,False,0.0,False,freakshow industries|backmask,True,,True,name/format heuristic,True,auto_strict
VST: Balanced (airwindows),Balanced,airwindows,VST,False,Saturation/General,Saturation; Saturation/General,,high,False,Saturation/General,Saturation;Saturation/General,,high,False,False,,52,C:\Program Files\Common Files\VST2\Airwindows\Balanced64.dll,Saturation/Distortion,Saturation/Distortion,Saturation: General,Saturation,Coloring bus;FX bus,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,Airwindows plugin type unclear from name; grouped as experimental/utility.; General saturation.,,,,,Saturation: General,Saturation,Saturation/General,['Saturation'],,,,,,,,False,0.0,False,airwindows|balanced,True,,True,airwindows heuristic,True,auto_strict
VST: Bark of Dog 3 (Boz Digital Labs),Bark of Dog 3,Boz Digital Labs,VST,False,Saturation/Exciter,FX/Saturation; Filter/FilterbankResonator; Saturation/Exciter,,high,False,Utility/LowEndEnhancer,Utility/LowEndEnhancer;FX/Saturation;Filter/FilterbankResonator;Saturation/Exciter,,high,False,True,[patch:IFLS_v11_6_DAY19_BLOCK21_PATCH_20260130_205019.zip]https://www.bozdigitallabs.com/product/bark-of-dog/ | Low-frequency enhancer/resonant/Pultec-like modes,53,C:\Program Files\Steinberg\VSTPlugins\Boz Digital Labs\Bark of Dog 3.dll,EQ/Filter,EQ/Filter,Saturation/Exciter,Saturation/Exciter;FX/Saturation;Filter/FilterbankResonator,BassDrums;Bass;FXBus;Bus/Groups,verified: low-end enhancer / resonant bass,,,,,,Saturation/Exciter,Saturation/Exciter;FX/Saturation;Filter/FilterbankResonator,Saturation/Exciter,"['Saturation/Exciter', 'FX/Saturation', 'Filter/FilterbankResonator']",,,,,,,,False,0.0,False,boz digital labs|bark of dog 3,True,,False,web,True,web
VST3: Bark of Dog 3 (Boz Digital Labs) (mono),Bark of Dog 3,Boz Digital Labs,VST3,False,Saturation/Exciter,FX/Saturation; Filter/FilterbankResonator; Saturation/Exciter,,high,False,Utility/LowEndEnhancer,Utility/LowEndEnhancer;FX/Saturation;Filter/FilterbankResonator;Saturation/Exciter,,high,False,True,[patch:IFLS_v11_6_DAY19_BLOCK21_PATCH_20260130_205019.zip]https://www.bozdigitallabs.com/product/bark-of-dog/ | Low-frequency enhancer/resonant/Pultec-like modes,54,C:\Program Files\Common Files\VST3\Boz Digital Labs\Bark of Dog 3.vst3,EQ/Filter,EQ/Filter,Saturation/Exciter,Saturation/Exciter;FX/Saturation;Filter/FilterbankResonator,BassDrums;Bass;FXBus;Bus/Groups,verified: low-end enhancer / resonant bass,,,,,,Saturation/Exciter,Saturation/Exciter;FX/Saturation;Filter/FilterbankResonator,Saturation/Exciter,"['Saturation/Exciter', 'FX/Saturation', 'Filter/FilterbankResonator']",,,,,,,,False,0.0,False,boz digital labs|bark of dog 3,True,,False,web,True,web
VST: BassAmp (airwindows),BassAmp,airwindows,VST,False,Amp/Amp,Amp/Amp,,high,False,Amp/Amp,Amp/Amp,,high,False,False,,55,C:\Program Files\Common Files\VST2\Airwindows\BassAmp64.dll,EQ/Filter,EQ/Filter,Amp/Amp,Amp/Amp,Bus/Tracks;Instrument,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,Amp/Amp,Amp/Amp,Amp/Amp,['Amp/Amp'],,,,,,,,False,0.8,False,airwindows|bassamp,True,,True,keyword: amp sim,True,auto_strict
VST: BassDrive (airwindows),BassDrive,airwindows,VST,False,Amp/Amp,Amp/Amp; FX/Amp; Saturation/General,,high,False,Amp/Amp,Amp/Amp;FX/Amp;Saturation/General,,high,False,False,,56,C:\Program Files\Common Files\VST2\Airwindows\BassDrive64.dll,EQ/Filter,EQ/Filter; Saturation/Distortion,Amp/Amp,Amp/Amp;FX/Amp;Saturation/General,Bass;Bus/Tracks;FXBus,verified: bass amp-style drive,,,,,,Amp/Amp,Amp/Amp;FX/Amp;Saturation/General,Amp/Amp,"['Amp/Amp', 'FX/Amp', 'Saturation/General']",,,,,,,,False,0.0,False,airwindows|bassdrive,True,,True,airwindows heuristic,True,auto_strict
VST: BassKit (airwindows),BassKit,airwindows,VST,False,Saturation/Exciter,FX/Saturation; Saturation/Exciter; Spatial/MidSide,,high,False,Saturation/Exciter,FX/Saturation;Saturation/Exciter;Spatial/MidSide,,high,False,False,,57,C:\Program Files\Common Files\VST2\Airwindows\BassKit64.dll,EQ/Filter,EQ/Filter,Saturation/Exciter,Saturation/Exciter;FX/Saturation;Spatial/MidSide,Bass;BassDrums;FXBus,verified: bass/sub enhancer,,,,,,Saturation/Exciter,Saturation/Exciter;FX/Saturation;Spatial/MidSide,Saturation/Exciter,"['Saturation/Exciter', 'FX/Saturation', 'Spatial/MidSide']",,,,,,,,False,0.0,False,airwindows|basskit,True,,True,airwindows heuristic,True,auto_strict
VST3: Basslane (Tone Projects),Basslane,Tone Projects,VST3,False,Spatial/Bass Mono,Spatial/Bass Mono; Stereo; Utility,,high,False,Spatial/Bass Mono,Spatial/Bass Mono;Stereo;Utility,,high,False,False,,58,C:\Program Files\Common Files\VST3\Basslane.vst3,Spatial/Imaging,Spatial/Imaging,Spatial: Bass Mono,Spatial: Bass Mono;Stereo;Utility,Width,v6 spatial,Name indicates low-end mono management.,,,,,Spatial: Bass Mono,Spatial: Bass Mono;Stereo;Utility,Spatial/Bass Mono,"['Spatial/Bass Mono', 'Stereo', 'Utility']",,,,,,,,False,0.0,False,tone projects|basslane,True,,True,name/format heuristic,True,auto_strict
VST3i: BAT-S12 (Duarte Vinagre) (26 out),BAT-S12,Duarte Vinagre,VST3I,True,Instrument/Drums/DrumMachineOrSynth,Drums; Instrument; Instrument/Drums/DrumMachineOrSynth; InstrumentTag/Drums; InstrumentTag/Instrument; InstrumentTag/Synth; Synth,Instrument/Drums/DrumMachineOrSynth,high,False,Instrument/Drums/DrumMachineOrSynth,Drums;Instrument;Instrument/Drums/DrumMachineOrSynth;InstrumentTag/Drums;InstrumentTag/Instrument;InstrumentTag/Synth;Synth,Instrument/Drums/DrumMachineOrSynth,high,False,False,,59,C:\Program Files\Common Files\VST3\beatassist.eu\BAT-S12\BAT-S12.vst3,Instruments,Instruments,Instrument,Instrument,Instrument,v6 instrument,,Instrument/Drums/DrumMachineOrSynth,Instrument;Drums;Synth,medium,Keywords indicate drum machine/drum synth.,Instrument/Drums/DrumMachineOrSynth,Drums;Instrument;Synth,Instrument/Drums/DrumMachineOrSynth,"['Drums', 'Instrument', 'Synth']",Instrument/Other,,low,Insufficient signal in name; needs review.,Instrument;Drums;Synth,medium,Keywords indicate drum machine/drum synth.,False,0.0,False,duarte vinagre|bat-s12,True,,True,instrument format,True,auto_strict
VST: Baxandall (airwindows),Baxandall,airwindows,VST,False,EQ/Shelving,EQ/Parametric; EQ/Shelving,,high,False,EQ/Shelving,EQ/Parametric;EQ/Shelving,,high,False,False,,60,C:\Program Files\Common Files\VST2\Airwindows\Baxandall64.dll,Saturation/Distortion,Saturation/Distortion,EQ/Shelving,EQ/Parametric;EQ/Shelving,Bus/Coloring;Bus/FX,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,EQ/Shelving,EQ/Parametric;EQ/Shelving,EQ/Shelving,"['EQ/Parametric', 'EQ/Shelving']",,,,,,,,False,0.0,False,airwindows|baxandall,True,,True,eq_kw,True,auto_strict
VST: Baxandall2 (airwindows),Baxandall2,airwindows,VST,False,Filter/Multimode,EQ/Parametric; Filter/Multimode,,high,False,EQ/Shelving,EQ/Shelving;EQ/Parametric;Filter/Multimode,,high,False,True,[patch:IFLS_v11_6_DAY19_BLOCK21_PATCH_20260130_205019.zip]https://www.airwindows.com/baxandall2/ | Broad shelving EQ (Baxandall family),61,C:\Program Files\Common Files\VST2\Airwindows\Baxandall264.dll,Saturation/Distortion,Saturation/Distortion,Filter/Multimode,EQ/Parametric;Filter/Multimode,Bus/Coloring;Bus/FX,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,Filter/Multimode,EQ/Parametric;Filter/Multimode,Filter/Multimode,"['EQ/Parametric', 'Filter/Multimode']",,,,,,,,False,0.0,False,airwindows|baxandall2,True,,False,web,True,web
VST3: BaxterEQ (Variety Of Sound),BaxterEQ,Variety Of Sound,VST3,False,EQ/Parametric,EQ/Parametric; FX/EQ,,high,False,EQ/Parametric,EQ/Parametric;FX/EQ,,high,False,False,,62,C:\Program Files\Common Files\VST3\BaxterEQ (64).vst3,Dynamics,Dynamics,EQ/Parametric,EQ/Parametric;FX/EQ,Bus/Groups;Bus/Tracks,override v6->EQ/Filter by name keyword | eq keyword,,,,,,EQ/Parametric,EQ/Parametric;FX/EQ,EQ/Parametric,"['EQ/Parametric', 'FX/EQ']",,,,,,,,False,0.0,False,variety of sound|baxtereq,True,,True,eq_kw,True,auto_strict
VST: Beam (airwindows),Beam,airwindows,VST,False,Mastering/Dither,Mastering/Dither,,high,False,Mastering/Dither,Mastering/Dither,,high,False,False,,63,C:\Program Files\Common Files\VST2\Airwindows\Beam64.dll,Saturation/Distortion,Saturation/Distortion,Mastering/Dither,Mastering/Dither,Bus/Coloring;Bus/FX,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,Mastering/Dither,Mastering/Dither,Mastering/Dither,['Mastering/Dither'],,,,,,,,False,0.0,False,airwindows|beam,True,,True,airwindows heuristic,True,auto_strict
VST3: Beat Slammer (BABY Audio),Beat Slammer,BABY Audio,VST3,False,Dynamics/Compressor,Dynamics/Compressor; Dynamics/Compressor/VCA,,high,False,Dynamics/Compressor,Dynamics/Compressor;Dynamics/Compressor/VCA,,high,False,False,,64,C:\Program Files\Common Files\VST3\Beat Slammer.vst3\Contents\x86_64-win\Beat Slammer.vst3,Dynamics,Dynamics,Dynamics/Compressor,Dynamics/Compressor;Dynamics/Compressor/VCA,Drums;Bus/Tracks;FXBus,verified: one-knob compressor for drums,,,,,,Dynamics/Compressor,Dynamics/Compressor;Dynamics/Compressor/VCA,Dynamics/Compressor,"['Dynamics/Compressor', 'Dynamics/Compressor/VCA']",,,,,,,,False,0.0,False,baby audio|beat slammer,True,,True,name/format heuristic,True,auto_strict
VST: Beat Slammer (x86) (BABY Audio),Beat Slammer,BABY Audio,VST,False,Dynamics/Compressor,Dynamics/Compressor; Dynamics/Compressor/VCA,,high,False,Dynamics/Compressor,Dynamics/Compressor;Dynamics/Compressor/VCA,,high,False,False,,65,C:\Program Files (x86)\Steinberg\VSTPlugins\Beat Slammer.dll,Dynamics,Dynamics,Dynamics/Compressor,Dynamics/Compressor;Dynamics/Compressor/VCA,Drums;Bus/Tracks;FXBus,verified: one-knob compressor for drums,,,,,,Dynamics/Compressor,Dynamics/Compressor;Dynamics/Compressor/VCA,Dynamics/Compressor,"['Dynamics/Compressor', 'Dynamics/Compressor/VCA']",,,,,,,,False,0.0,False,baby audio|beat slammer,True,,True,name/format heuristic,True,auto_strict
